ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,
16463,120000,2,2,1,51,0,0,0,0,0,0,138313,134057,130935,124458,209729.0984,8730,5000,6000,3000,3000,,73000,
16464,50000,2,2,2,103,2,2,2,0,3,2,3914,7419,7156,8492,9515,9287,3591,0,1500,1100,0,300,
16465,80000,2,3,1,59,0,0,0,0,0,0,75662,70073,53169,50875,50372,49470,3212,2106,2000,1603,,2006,
16466,90000,2,3,1,54,0,0,0,0,,0,18131,18219,36190,17754,11104,11234,2301,1354,2906,370,381,376,
16467,60000,6,3,2,,0,0,0,0,0,0,50469,43093,37137,26015,18840,19183,3329,3429,2015,2000,2004,1000,
16468,100000,2,3,1,50,0,0,0,2,2,2,27666,28677,31516,30701,32392,32645,1473,3312,0,2578,1294,0,
16469,50000,2,2,1,77,0,0,0,0,0,0,51212,50658,48999,49388,48853,47765,2070,2357,1746,1628,1520,2202,
16470,30000,2,3,1,53,,2,2,2,2,2,17585,18598,19379,19762,20141,19680,1600,1379,1000,1000,0,1700,
16471,240000,,1,1,58,-1,-1,-1,-1,-1,-1,,8204,3001,6861,4681,2729,8210,3001,6866,14231.41715,2729,3138,
16472,200000,2,1,,47,0,0,0,0,0,,101986,97680,94125,89550,98565,54370,4000,3455,5000,10000,2500,2231,
16473,130000,2,3,2,50,-1,,,,0,0,,52180,206,,5661,7026,107767,206,3265,3000,2000,2000,
16474,110000,2,3,,50,0,0,0,2,2,0,101084,103476,111998,112290,106721,107636,4700,11500,3925,0,5000,4100,
16475,50000,2,2,1,51,0,0,0,2,0,0,-701,27913,22733,15100,7080,8049,,3334,27,300,1092,400,
16476,20000,2,3,1,56,0,,2,2,3,4,6949,8823,10523,12043,13542,14728,2000,2000,2000,2000,2000,2000,
16477,50000,2,3,1,69,0,0,0,0,0,0,12196,,15750,17434,19220,17822,2000,2000,2000,,605,1000,
16478,80000,2,2,1,54,2,2,2,2,2,2,48298,49402,50416,51293,50170,53391,2200,2100,2000,0,4200,2100,
16479,20000,2,3,1,52,2,0,0,0,0,0,18049,14361,15425,16460,17380,,1536,1600,1600,1500,700,2900,
16480,20000,2,3,1,56,1,2,0,0,2,2,11276,10803,11528,13524,,13149,0,1204,2200,500,0,700,
16481,30000,2,3,1,53,0,0,2,0,0,2,12466,15333,14802,15523,18470,18834,3086,0,1276,3223,,0,
16482,240000,2,4,1,59,0,0,0,0,0,0,233918,235404,236564,241075,146440,,8357,10001,10000,10000,5000,20000,
16483,50000,2,3,2,56,1,-2,-2,-2,-1,-1,0,0,0,0,562,736,0,0,0,562,736,1269,
16484,80000,2,3,-2,53,0,0,-1,-1,0,0,2315,1990,801,1030,2030,763,1400,801,1030,1000,0,0,
16485,180000,2,1,2,56,-2,-4,-2,-2,-2,-2,0,,1829,-200,0,-139179.0676,0,1829,998,200,4208,0,
16486,240000,2,3,1,55,0,0,0,,0,0,216170,218809,226013,,178852,182547,8000,11000,9000,7000,7000,7200,
16487,120000,2,2,1,54,0,0,0,0,0,0,89197,87088,85280,83873,78945,80597,3072,3074,2887,2774,2871,3000,
16488,20000,1,2,2,21,2,0,0,12,0,0,19820,19277,20997,20200,20000,0,2000,5000,0,0,0,0,
16489,100000,1,2,2,33,0,0,3,-5,0,0,35169,39581,38678,37453,38013,0,5328,0,0,760,0,0,
16490,30000,1,,2,22,3,2,2,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,
16491,30000,1,2,2,23,0,0,2,2,2,-1,19321,23985,23321,25809,24985,700,5320,0,,0,700,0,
16492,50000,1,2,2,22,19,0,2,0,4,0,51083,50043,98450,48689,19773,19931,3500,1000,2000,900,900,1000,
16493,100000,,2,2,23,0,0,0,0,0,0,67873,49285,49992,35518,233605.7144,37836,2000,-10074.11496,2000,1500,2000,2000,
16494,80000,1,1,2,23,0,0,0,0,0,2,59976,60130,59744,44031,48089,44789,2926,2550,1848,6084,38,17051.00356,
16495,60000,2,3,1,54,-1,-1,-1,0,0,0,892,21674,31632,13264,948,18002,21690,32264,12948,0,17370,0,
16496,120000,1,2,2,25,3,2,0,0,0,0,117160,92262,79889,66828,55511,21938,70,8000,2000,1346,3000,0,
16497,20000,1,3,2,32,0,0,0,0,0,2,3448,4460,5326,6574,7417,2246,1230,1096,1344,1187,,66,
16498,20000,1,2,2,26,1,3,2,2,2,2,17077,17504,16940,19621,18646,19022,1000,0,3300,0,13770.64041,700,
16499,50000,1,6,2,26,0,0,0,0,0,2,46415,38226,31924,19682,-595,20452,1672,1699,1600,901,1500,7,
16500,50000,,2,2,23,-1,-1,-1,16,0,0,2680,-1045,44316,45361,46135,46029,0,45361,1800,1503,1735,1724,
16501,50000,1,2,1,24,0,0,0,0,0,0,15524,16558,17596,18589,18997,18705,1300,1310,1300,700,1000,800,
16502,10000,1,-2,2,23,-1,0,0,0,0,-2,10078,8886,8815,9600,0,0,1300,1300,1000,0,0,-156,
16503,20000,1,2,2,24,2,2,2,0,0,2,14195,15166,14638,15582,17809,17385,1500,0,1500,2500,0,1500,
16504,30000,1,2,2,25,0,0,,0,0,0,6122,7160,8185,263401.6478,9483,9780,1300,1300,1400,500,600,600,
16505,10000,1,,2,25,0,0,0,0,0,-1,8525,5141,5239,-895,17890,10000,1500,5000,4000,2000,22400,0,
16506,10000,1,3,2,22,1,4,3,2,2,2,8357,8085,7817,7545,8268,7993,0,0,0,1000,0,750,
16507,150000,1,2,2,23,2,,0,-1,0,0,17635,151686,,7474,8173,87500,135018,3000,120000,823,80000,3684,
16508,80000,1,2,2,24,2,0,0,2,0,0,44507,,51876,48962,48614,49792,3000,6107,0,1675,1895,2117,
16509,20000,1,2,2,24,0,0,0,0,0,-1,3843,4110,4560,4567,4060,1035,1073,,1000,228,1035,0,
16510,120000,1,1,2,24,2,-1,0,,-2,-1,1330,,2473,1162,0,251439.2386,2103,1170,1162,0,3443,0,
16511,40000,1,1,2,24,0,0,0,0,0,-1,37412,38485,-173710.4854,39247,9687,33625,,20000,1359,20299.73914,33625,615,
16512,20000,1,3,7,24,3,3,2,2,2,2,15846,16283,17325,-217808.542,17756,18023,1000,1600,800,800,700,800,
16513,100000,1,2,1,24,2,2,2,2,2,2,10618,13233,13427,13609,14683,15001,2800,700,700,1300,700,700,
16514,160000,1,1,2,25,-1,0,0,-1,-1,-1,,2686,170,1363,10484,12455,2000,0,1363,11422,12455,24262,
16515,20000,1,1,2,24,1,2,2,4,3,2,17375,16799,21408,20779,20170,-196891.0053,0,4893,0,0,0,1000,
16516,60000,1,2,2,24,1,2,3,2,0,0,58231,61671,59755,58194,38649,35361,5000,0,198,1500,1300,2000,
16517,150000,1,2,2,27,0,0,0,0,0,0,84034,81537,78407,73688,56995,52887,5065,20028,3152,2025,5211,10061,
16518,40000,1,2,2,24,4,3,2,3,2,2,38344,37433,38862,39125,39408,194671.0074,0,2335,1200,1225,2300,1396,
16519,30000,1,-2,2,26,0,0,0,0,0,0,25531,26301,27376,28359,24844,25364,1500,1500,1450,889,920,992,
16520,420000,1,2,2,26,1,2,2,0,0,0,390188,395881,382620,333210,324487,327615,14000,15,13175,11700,11900,12140,
16521,20000,1,2,2,-30,2,3,2,0,0,2,14962,14438,13921,15276,17019,18099,0,0,1900,3000,1500,0,
16522,50000,1,2,2,25,2,2,0,0,0,-2,44630,44802,40686,239460.8393,0,-171927.9311,1200,1200,1000,0,0,0,
16523,20000,1,2,2,23,1,2,0,0,0,0,17845,17261,18976,19804,19204,18210,0,2000,1600,0,1150,2000,
16524,20000,1,3,2,24,0,0,0,0,0,0,16973,17984,18748,19627,19624,19652,1600,1357,1236,623,653,673,
16525,20000,1,2,1,28,0,0,0,2,2,3,15226,16658,19374,18766,20859,20247,2000,3300,0,2700,0,500,
16526,300000,1,1,2,26,-2,-2,-2,-2,-2,-2,-273815.1731,0,0,0,0,215404.4844,0,0,19606.64074,0,0,0,
16527,30000,1,1,2,,2,2,2,18,2,0,22422,24334,26087,26184,25563,26099,2600,2441,820,0,851,1678,
16528,140000,1,1,2,27,0,-1,0,0,0,0,29751,143701,138062,86738,43417,37398,143713,5554,3619,3002,1940,2921,
16529,20000,1,2,1,27,0,0,0,0,0,0,20285,20256,20539,19725,19836,12559,1500,1800,1200,751,1000,0,
16530,390000,1,1,2,27,0,0,0,0,0,0,372743,377692,337892,298729,243169,133977,20008,15057,10100,10000,10000,15000,
16531,50000,1,2,2,27,0,0,0,0,0,0,39487,37777,36496,33512,29854,28144,1600,2000,6416,4406,1014,3006,
16532,50000,1,2,2,26,-1,0,0,0,0,0,,7185,3412,4158,6158,2133,2000,2000,1000,2000,2000,2000,
16533,50000,1,2,1,26,0,0,0,0,0,0,48019,48992,49689,31368,,6020,2072,1769,1003,189,120,100,
16534,320000,1,2,2,,0,0,0,0,0,0,303703,308121,204879,143976,143142,145070,12167,8335,5113,5062,5221,5184,
16535,280000,1,1,1,26,0,0,0,0,-4,0,277815,285477,253365,221167,195058,189623,12596,11320,7608,6628,7004,6902,
16536,,1,1,2,26,1,2,2,2,2,2,38160,40213,41167,41890,42605,41792,-14684.77655,-465,1700,1700,0,2500,
16537,500000,1,2,2,26,0,0,0,0,0,0,126725,128206,129327,130136,127699,124623,6005,6005,,4161,5021,4350,
16538,200000,1,1,2,28,-1,-1,-1,-1,-1,-1,2393,1726,305136.6576,1040,3564,2031,1731,16231.79722,1051,3574,2036,1703,
16539,50000,1,1,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,15098.21443,
16540,300000,1,2,2,27,-2,-5,-2,-2,-1,-1,-158,-158,-158,-158,142,92,0,0,0,300,100,100,
16541,30000,,2,2,27,1,2,0,0,2,2,22284,21637,22981,24996,24309,26980,-10336.35179,1682,2697,0,3219,0,
16542,50000,1,2,-3,27,2,2,0,0,0,0,49079,47992,48502,49170,49891,50570,0,1842,1770,1751,3894,0,
16543,10000,,2,1,27,4,3,3,2,,2,3462,4150,3940,4720,4500,4282,900,0,1000,0,0,433,
16544,20000,-2,3,2,28,1,,0,0,13,2,8055,7777,8805,12647,12173,11855,,1158,4000,0,0,900,
16545,50000,1,3,2,27,0,0,0,0,0,0,49684,45435,,32034,28133,23860,1961,2075,1294,999,934,849,
16546,30000,1,2,2,26,0,0,0,0,0,2,,26990,24706,25022,26405,25861,2875,4900,2000,2100,0,2500,
16547,100000,1,1,2,30,0,0,0,0,0,0,100544,101167,101007,97862,,79812,4511,3711,3685,2797,2897,3046,
16548,130000,1,1,2,,-1,-1,-1,0,0,-5,9619,6247,59904,81838,37422,15365,6247,59904,30000,10000,15365,10778,
16549,20000,1,2,2,30,1,2,2,2,2,2,16906,17328,19145,18397,262711.6554,20547,1000,2400,0,2700,0,283,
16550,150000,1,1,2,29,2,0,0,0,0,0,7562,10609,14101,17523,18914,28516,3500,4000,4000,2000,10000,,
16551,220000,1,2,1,28,0,0,0,0,0,0,38074,43083,47051,65321,83882,72812,6000,5000,20012,23099,10029,30019,
16552,100000,1,2,2,29,1,-1,-1,-1,0,-1,0,4586,2476,7845,13164,671,4586,2863,7845,7000,671,671,
16553,130000,1,2,2,25,0,0,0,0,0,-2,119803,118737,113689,59473,-1518,-1518,5100,4600,3000,0,0,0,
16554,40000,1,2,2,29,0,0,2,0,0,2,338789.6326,22973,22317,24047,26644,26079,3100,0,2100,3000,0,3000,
16555,10000,1,1,2,30,3,2,2,7,7,7,2300,2300,2300,,2300,2300,0,0,0,0,0,0,
16556,290000,1,1,1,30,1,-2,-2,-2,-1,-1,0,,-582,-1164,291,732,0,0,0,1455,732,291,
16557,180000,1,2,2,27,0,0,0,0,0,0,134168,120734,,120423,113901,114077,4345,5966,4250,4200,4200,,
16558,280000,1,2,2,,-2,-2,-2,-2,-2,-2,1566,2872,1572,2437,1572,1572,2891,1586,2444,1586,1579,1579,
16559,30000,1,2,2,27,3,2,2,4,4,4,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,
16560,310000,1,1,1,29,1,2,0,0,0,0,,-191987.2046,70359,77884,87484,89633,651,15000,,10200,2149,299,
16561,70000,1,1,2,28,0,0,0,0,0,0,19728,16923,10076,33079,23188,20937,8000,2000,30000,5000,20000,25000,
16562,120000,1,1,2,28,0,0,0,2,2,0,7164,9383,16571,16607,16043,16379,,7703,600,0,595,599,
16563,240000,1,2,2,29,-1,-1,-1,,-1,-2,390,0,,780,0,0,0,780,780,0,0,0,
16564,50000,1,2,1,27,0,0,0,0,0,0,46806,46176,47151,47251,20515,19404,2000,5300,1500,1100,1000,1000,
16565,320000,1,1,1,28,0,0,0,-5,0,0,79819,64851,37762,-409,12177,45648,3524,2941,2013,270,42659,100002,
16566,80000,1,2,2,29,0,0,-2,-2,-2,-2,82150,0,0,0,0,0,0,0,0,0,0,0,
16567,20000,1,2,2,29,1,2,2,2,2,2,11586,11103,13913,13393,18152,17725,0,3000,0,5000,0,3000,
16568,80000,1,2,2,-27,1,2,0,0,2,0,71795,,60949,71829,67567,62658,0,3000,15000,0,3000,3000,
16569,360000,1,2,1,28,-2,-1,2,2,-2,-2,0,2500,2500,0,0,0,2500,0,0,0,0,0,
16570,50000,1,2,2,29,0,0,0,0,0,0,44177,44820,46022,46903,47837,48383,2070,3000,2000,2000,2000,2000,
16571,20000,1,2,2,23,-1,-1,0,-1,0,-1,4584,4005,5677,688,218499.1275,61,4005,4078,1237,1000,61,0,
16572,10000,1,2,2,25,4,3,3,2,0,0,5365,5731,6095,6351,6603,6855,600,600,500,500,500,500,
16573,100000,1,2,2,28,0,0,0,0,0,0,72610,72596,74331,75491,78244,77478,3500,3500,3000,4000,3000,3000,
16574,50000,1,2,3,30,0,0,3,16,0,0,47812,97538,49187,17518,17710,18079,2536,2454,1588,780,803,673,
16575,,1,2,13,24,2,-1,-1,-2,-2,-2,390,780,0,0,0,172970.3074,780,0,0,0,0,,
16576,20000,1,2,2,24,0,0,0,0,0,0,15221,17847,18483,19079,19060,19061,3287,1313,1299,670,686,694,
16577,70000,1,2,2,28,3,2,2,0,0,0,91930,93363,91325,93195,52925,52990,3500,0,3204,2003,2013,2511,
16578,490000,1,1,2,29,-1,-1,,-2,-1,0,264,678,-571,-1796,137158,139345,678,,1225,140597,6000,3900,
16579,30000,1,1,2,,1,2,2,2,2,2,25264,24560,29128,29845,30257,30779,0,5000,1500,1200,1300,0,
16580,20000,1,1,2,29,0,0,0,14,0,0,15934,15028,16023,11631,12377,4830,1329,1324,1000,2000,1000,0,
16581,290000,1,1,2,-29,-1,-1,-1,-1,0,0,783,2830,1357,14959,13459,115990,2838,1359,14968,2022,110142,205,
16582,20000,,3,0,29,5,4,3,2,3,3,1800,1800,1800,1800,1800,1800,0,0,0,0,0,0,
16583,180000,1,-2,2,26,0,0,-2,-2,-2,-2,8516,0,0,0,0,0,0,0,0,0,0,0,
16584,100000,-2,2,,27,11,0,0,0,-2,-2,100591,101568,,0,0,1218,3749,2782,0,0,1218,102400,
16585,30000,1,2,2,26,0,0,0,0,0,0,24079,25848,22299,23615,23933,24901,2500,2000,2000,1000,1500,1500,
16586,470000,1,1,2,27,0,0,0,0,0,0,213495,183680,153743,146971,127546,129998,10005,9001,8001,5001,5001,6145,
16587,200000,1,2,-2,29,0,0,0,4,0,0,60068,50636,41265,49072,11314,11816,2500,2626,9412,500,1000,500,
16588,400000,1,1,2,29,0,-1,0,0,0,0,1123,82556,67823,61918,61884,61911,82694,1939,1720,1712,1766,1907,
16589,400000,1,2,2,29,0,0,0,0,0,-5,79435,75332,128630,69040,64657,54363,3803,2551,2735,2628,1574,1649,
16590,50000,1,2,2,25,0,0,0,0,0,0,48336,49377,48626,38587,19089,19485,1855,,1713,681,701,785,
16591,70000,1,2,2,25,1,3,2,0,0,0,12088,11601,12114,13597,15060,16653,0,1000,2000,2000,2000,2000,
16592,80000,1,-3,1,31,1,2,0,0,0,0,27653,26703,26856,27844,27480,28061,0,1459,20762.67269,983,1023,1042,
16593,70000,1,1,,29,2,2,2,2,2,2,33786,34730,35878,200879.4386,36990,37751,1800,2000,1400,1500,1500,1600,
16594,0,1,2,2,28,3,2,,2,2,-1,150,150,150,150,150,1150,,0,0,0,1150,0,
16595,10000,1,5,2,28,-1,2,-1,2,3,2,619,619,8642,9151,8023,5475,0,8642,800,107,200,,
16596,430000,1,2,2,30,-1,-1,2,0,0,0,28966,29957,29199,30267,49268,48241,5011,0,2000,20000,15000,5000,
16597,40000,1,10,2,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,
16598,450000,1,2,1,29,0,0,0,0,,0,179547,157945,118192,82644,17720,7068,8101,12029,35524,38,2015,7522,
16599,10000,,3,1,30,1,2,0,0,0,0,9211,8119,7604,7637,6056,2852,0,-560,1000,121,57,5507,
16600,10000,1,2,2,29,0,0,0,0,0,0,9073,9036,7385,7665,7817,7981,1120,1117,1127,279,289,-676,
16601,10000,1,2,1,29,2,0,0,2,2,2,2918,4204,5670,6416,7159,224549.3738,,1700,1000,1000,1000,16774.02337,
16602,,1,1,2,29,0,0,0,0,0,0,79048,-198524.1233,78311,80777,79306,79195,3000,3100,7000,3200,3500,3200,
16603,80000,1,3,1,29,2,10,0,0,2,4,69578,,68782,-154533.0302,79128,82275,0,2600,6332,7000,5000,0,
16604,240000,1,2,2,29,0,0,0,0,0,0,230979,222096,220129,217549,204008,,7347,6830,6700,6400,6412,6549,
16605,280000,1,2,2,31,0,0,0,0,-1,0,229780,31275,32868,34292,173487,177195,,2100,2500,185957,6500,6100,
16606,50000,1,2,2,31,-1,0,0,0,0,0,228,3183,,7629,6354,4655,2955,2500,2500,2526,2000,1500,
16607,80000,1,1,,32,0,0,0,2,0,0,37639,38659,43427,42421,42344,43229,1650,5400,0,1662,1717,1600,
16608,20000,1,3,1,29,1,-2,-2,-2,-2,-2,-239550.5368,0,0,0,0,0,0,0,0,0,0,0,
16609,,1,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,
16610,200000,1,1,2,29,-2,-1,-1,-1,-1,-1,8099,3432,2249,3367,-33,11202,3447,2261,3377,0,11235,2795,
16611,360000,1,1,2,30,2,-1,-1,2,-1,-1,2024,428,5306,3603,604,14850,,5306,0,604,14850,2403,
16612,50000,1,2,1,31,-1,-1,2,2,-2,-2,1450,2590,,0,0,0,2590,0,0,0,0,0,
16613,130000,1,1,-2,27,2,4,2,0,0,0,73561,70071,68392,69435,67790,69248,-732,0,2798,3500,2627,3000,
16614,80000,1,3,1,31,0,0,0,0,0,0,65088,65200,61969,40457,42875,44724,3000,4000,3000,3000,4000,,
16615,200000,1,2,2,,-1,-1,-1,-2,-2,-2,8951,6595,0,0,-383,0,9117,0,0,0,0,0,
16616,150000,1,2,1,39,1,2,0,0,0,0,9937,9629,10633,10649,10570,10481,0,1175,1135,1000,1000,17635.48019,
16617,370000,1,1,1,34,0,0,0,0,0,0,379039,374221,279467,262511,248101,243899,14104,10107,9410,8398,8464,7826,
16618,310000,1,2,2,45,-1,-1,-1,,-1,-1,,1210,31635,1788,1927,553,1217,31967,-703,1936,556,15664,
16619,240000,1,1,2,41,0,0,0,0,0,0,24171,26474,28480,30247,,27437,3759,3500,3000,982,3437,2044,
16620,320000,1,1,1,35,0,0,2,2,2,2,106799,,117678,119245,120794,123796,11003,5000,5000,5000,5100,5300,
16621,50000,1,2,2,39,3,2,0,,0,0,51998,50821,46892,33936,9225,9264,0,-194,1548,476,336,348,
16622,50000,1,2,1,41,0,3,0,0,0,0,48537,36394,28278,16983,8888,9218,2022,2016,1272,1000,1000,1000,
16623,50000,1,3,1,30,2,2,2,0,0,0,15397,17699,17127,18076,17061,17419,2882,0,1259,591,613,608,
16624,80000,1,,2,31,0,0,0,0,0,4,72840,74631,77329,78147,79785,76766,9000,-458,3000,3000,2501,3000,
16625,420000,1,1,2,32,0,0,0,2,0,0,90875,91789,-638,87076,55508,57771,4118,14000,0,1837,3010,144204,
16626,50000,1,,2,32,2,2,2,2,2,2,30559,31753,32847,33308,33755,34565,2000,1900,1300,1300,13900.0489,1500,
16627,150000,1,2,2,32,2,2,-2,-2,-1,2,90476,0,0,0,138355,130666,0,0,0,138355,0,5200,
16628,130000,1,1,2,34,0,0,0,0,19,0,30190,31179,30569,28659,26952,15852,1818,2002,1400,600,1000,0,
16629,170000,1,2,7,34,0,0,0,0,2,,47956,48854,50068,56691,57367,56322,2000,2000,7500,2200,0,3000,
16630,170000,1,3,1,45,0,0,0,0,0,-4,165315,170562,170024,32898,34869,73932,8000,4000,3000,2500,5000,,
16631,120000,1,2,2,25,0,0,15,0,0,0,11147,9757,9423,3345,2929,2520,2446,438,1000,0,7,0,
16632,30000,1,3,2,35,1,2,2,0,0,0,29147,30268,29505,29916,14330,29000,1900,0,1300,884,780,0,
16633,220000,1,2,2,30,0,0,0,2,-1,-1,6229,3516,7413,3697,3703,3500,1000,7397,0,3703,3500,,
16634,50000,1,2,2,25,2,2,2,0,0,0,19775,-217,18566,19918,19584,18508,3800,0,2000,1500,,2000,
16635,30000,1,2,2,34,2,-4,2,0,0,2,10522,263033.0327,8587,8366,8528,7030,1200,0,1200,1500,0,460,
16636,250000,1,1,2,30,0,0,0,0,0,0,73936,106903,174837,81376,61474,27864,40000,85756,35153,4236,6080,88,
16637,20000,1,2,2,29,,0,0,0,0,0,13229,14237,15580,16304,17059,,1233,1576,1300,1000,1400,0,
16638,10000,1,3,1,30,0,0,0,3,2,0,7470,8315,11267,10626,10160,10052,1141,3258,-34,0,357,400,
16639,50000,1,2,2,41,0,0,0,0,-2,-1,50611,41732,41111,-39,-39,18056,2200,2200,0,0,20000,1000,
16640,30000,1,3,1,48,0,3,0,2,2,,19650,20817,23860,24372,25776,25088,1500,3400,18388.83622,2100,0,0,
16641,20000,1,2,2,31,2,2,2,2,0,0,13516,,14475,14936,15688,16435,1000,1000,1000,1000,1000,700,
16642,200000,1,2,2,32,0,0,0,0,0,0,196550,178609,180357,168935,88883,88973,8001,,6146,3300,2476,5749,
16643,50000,9,1,2,33,1,,2,,0,0,7148,6887,9602,9304,,11658,0,3000,0,2000,1000,1500,
16644,120000,1,1,2,35,-1,-1,-1,-1,-1,2,326,326,176,-150,952,476,326,176,0,1428,0,476,
16645,210000,1,1,2,40,-1,-1,-1,-1,-1,-1,325,325,325,325,325,325,325,325,325,325,325,325,
16646,180000,1,3,1,32,0,0,0,0,0,0,181293,177552,182492,180746,131166,114909,6400,8612,7534,5506,4850,5000,
16647,50000,1,2,1,32,0,0,0,0,0,0,19606,18516,16481,12518,7538,5854,5027,3053,5040,1000,1016,501,
16648,70000,5,3,1,40,0,0,0,0,0,-1,41986,31059,23283,11523,23516,1600,1455,1278,1000,235,1600,4316,
16649,200000,1,1,1,44,-2,-2,-2,-2,-2,-2,1640,0,0,-963,,0,0,0,0,0,0,0,
16650,50000,1,3,1,46,1,2,2,2,2,2,10960,10487,310701.8612,12601,13391,14027,0,2800,0,1000,1000,0,
16651,230000,1,2,1,47,3,-1,-1,-1,-1,-1,996,997,998,-1,999,0,1000,,0,1000,0,0,
16652,30000,1,1,1,42,1,2,2,2,0,0,20214,19596,21972,21321,181378.955,22395,0,3005,0,930,1000,2000,
16653,,1,2,2,32,0,0,0,0,0,0,20881,22224,23557,24764,,14852,2000,2000,2000,1000,1000,1000,
16654,150000,1,2,2,34,-1,0,0,0,-1,-1,204187,222314,256685.0626,4408,1731,1960,20000,1093,1000,1731,2169,1408,
16655,10000,1,2,10,30,0,-1,0,-1,-1,-1,1473,3236,4790,390,0,780,3236,2000,390,,780,0,
16656,150000,1,1,2,29,0,0,0,0,0,,4614,6370,9243,10280,10637,10916,2000,3000,1500,527,600,1000,
16657,360000,1,1,2,34,1,-2,-2,-1,-1,-1,0,0,,733,0,1307,0,-391,733,0,1307,0,
16658,340000,1,1,2,38,0,0,0,-1,-1,-1,86057,89605,87780,1680,1920,9151,5000,7785,1699,1920,9151,187000,
16659,50000,1,2,2,34,0,0,0,0,0,0,48844,49335,49236,43524,27062,27923,1898,1996,2162,2000,1300,2000,
16660,30000,1,2,1,39,0,0,0,0,0,0,20893,22206,19273,16469,14670,11214,2007,,2000,417,1500,1500,
16661,0,1,1,2,34,-2,-2,-2,-2,-2,-2,2739,1200,3118,0,162,4857,1206,3133,0,162,4881,445,
16662,150000,1,1,1,46,0,0,0,0,0,0,150838,152696,136915,139449,140851,142160,6000,5000,7000,5165,5500,6000,
16663,160000,1,3,2,28,2,2,2,2,2,0,152626,156752,152858,-182,114389,89684,8100,0,14025,0,5300,500,
16664,30000,1,2,1,,0,0,0,0,0,0,28628,-600,21075,17257,15874,9514,2003,2400,1200,317,190,0,
16665,480000,1,1,1,47,-4,-1,-1,-1,0,0,10668,-2,454,150198,143388,157758,0,456,150244,2915,24550,100,
16666,200000,1,2,,45,-1,0,-1,-1,0,-1,98974,36829,31707,44433,4155,2114,10000,31727,44626,18,2124,9844,
16667,50000,1,3,2,39,-1,-1,-1,0,0,0,238,-152,48257,48455,-844,48828,0,48799,1773,1711,1785,1745,
16668,20000,1,2,1,32,1,2,2,2,2,0,17913,17328,20353,19966,19056,19445,0,3309,381,0,389,890,
16669,60000,6,2,1,44,0,0,0,0,0,0,59331,54989,53898,54960,56054,55263,2000,2000,1962,1974,2159,2100,
16670,200000,1,1,2,26,0,0,-2,-2,-2,-1,16000,0,0,0,0,-1108,0,0,0,0,40,84628,
16671,20000,1,2,1,27,0,0,0,-2,-2,-2,16203,4550,0,0,0,0,2000,0,0,0,0,0,
16672,440000,1,3,1,,0,0,0,0,0,-1,13754,12364,11613,12651,13211,23600,2017,3000,3019,5011,23748,13633,
16673,100000,1,1,2,34,-1,2,2,-1,-1,-2,772,772,-8,2562,0,0,0,,2570,0,0,0,
16674,100000,1,2,2,-20,0,0,-5,,0,0,95933,96772,97240,98159,248321.1385,97574,4499,,16337.00749,3817,3998,3695,
16675,100000,1,2,1,48,0,0,2,2,2,2,11574,14570,16045,16508,15969,17733,3500,2000,1000,0,2000,0,
16676,230000,1,3,1,46,-2,-2,-2,-2,-2,-2,1313,,1258,2565,-5,1100,1421,1264,2577,0,16230.19018,0,
16677,50000,1,1,2,37,0,0,0,0,0,0,13191,14659,17097,241540.8274,20580,22577,-9597.31859,3000,1700,3000,2500,5000,
16678,50000,1,2,1,32,0,0,0,0,0,0,42163,38252,27396,23584,17272,17634,1472,1500,1282,618,640,644,
16679,30000,1,2,1,41,1,2,0,0,0,3,14110,13591,14309,15320,15774,15950,0,1244,1255,709,578,,
16680,140000,1,2,2,32,1,2,2,2,2,3,67923,69412,67734,73079,75255,75757,3200,0,6500,4000,2000,3000,
16681,60000,1,3,2,43,0,0,0,0,0,0,55800,53216,43077,36197,34283,20395,1782,-466,,5822,794,2000,
16682,50000,6,3,1,109,1,2,2,2,10,,26915,26184,29261,28444,28878,27655,0,3500,0,1100,1100,2000,
16683,350000,1,2,2,36,0,0,0,0,0,0,249663,230738,232382,234254,211309,210897,8026,9503,9015,7511,8011,7361,
16684,20000,1,3,1,44,2,2,2,2,2,0,11623,12436,12943,15428,14883,15494,1300,1000,2700,0,850,850,
16685,20000,1,2,2,30,0,0,0,0,0,0,16320,28674,15491,16299,16428,0,1238,1392,1200,329,0,0,
16686,50000,1,2,,36,0,0,2,2,-2,-2,46712,50932,49400,0,0,0,5000,0,2000,0,0,0,
16687,20000,1,2,1,41,1,2,2,2,0,0,19951,19314,20526,19360,19660,6000,0,2976,0,500,120,780,
